Gene_Symbol	type	file	classification
MIR211	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR214	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR215	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR217	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR218-1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR218-2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR219A1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR22	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR222	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR223	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR23A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR23B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR24-1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR25	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR26A1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR26A2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR26B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR27A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR27B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR28	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR296	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR29A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR29B1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR29C	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR302B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR30A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR30C1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR31	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR320A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR326	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR329-1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR335	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR338	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR33A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR340	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR34A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR34B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR34C	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR367	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR370	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR375	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR378A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR383	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR409	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR410	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR422A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR424	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR449A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR449B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR451A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR483	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR486-1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR487B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR490	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR493	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR494	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR495	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR497	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR502	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR503	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR504	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR505	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR508	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR509-3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR511	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR517A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR519D	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR520B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR520C	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR551A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR574	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR615	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR636	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR7-1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR7-2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR7-3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR708	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR874	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR888	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR9-1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR9-2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR9-3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR941-1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR98	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIR99A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7A1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7A2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7A3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7C	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7D	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7E	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7F1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7F2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7G	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MIRLET7I	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MISR2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MITF	CosmicCensus, TranscriptionFactor, Oncogene, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
MIXL1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MKI67	Oncogene	OncoKBv20240704	Oncogene
MKNK1	Kinase	PfamKinase, OncoKBv20240704	NA
MKNK2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MKNK2	Kinase	PfamKinase, OncoKBv20240704	NA
MKX	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MLF1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MLH1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
MLH3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	TumorSuppressorGene
MLK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MLK2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MLK3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MLK4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MLKL	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
MLLT1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MLLT10	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
MLLT11	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MLLT3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
MLLT6	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MLX	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MLXIP	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MLXIPL	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MME	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MN1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
MNK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MNK1ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MNK2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MNT	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
MNX1	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
MOB1A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MOB1B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MOB3B	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
MOK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
MOS	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
MPL	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
MPSK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MPSK1ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MRCKa	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MRCKb	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MRCKps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MRE11	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
MRTFA	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MRVI1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MSANTD1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MSANTD3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MSANTD4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MSC	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MSGN1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MSH2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
MSH3	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
MSH6	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
MSI1	Oncogene	OncoKBv20240704	Oncogene
MSI2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
MSK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MSK2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MSMB	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MSN	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MSSK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MST1	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, OncoKBv20240704	TumorSuppressorGene
MST1R	Kinase, Oncogene	Kincat_Hsap.08.02.txt, OncoKBv20240704	Oncogene
MST1R	TumorSuppressorGene, Kinase, Oncogene	TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704	Oncogene
MST2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MST3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MST3ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MST4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
MSX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MSX2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MT1DP	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MT1F	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MT1G	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MT1M	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MT2A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MTAP	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	TumorSuppressorGene
MTCP1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MTERF1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MTERF2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MTERF3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MTERF4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MTF1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MTF2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MTHFD2	Oncogene	OncoKBv20240704	Oncogene
MTOR	Kinase, Oncogene	Kincat_Hsap.08.02.txt, OncoKBv20240704	Oncogene
MTOR	CosmicCensus, Kinase, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
MTSS1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MTUS1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MUC1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MUC16	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MUC4	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MUS81	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MUSK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
MUTYH	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
MVD	Kinase	PfamKinase, OncoKBv20240704	NA
MVK	Kinase	PfamKinase, OncoKBv20240704	NA
MXD1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MXD3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MXD4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MXI1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
MYB	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
MYBBP1A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MYBL1	TranscriptionFactor, Oncogene	addTF_JL.tsv, AddedallOnco_Feb2017.tsv, OncoKBv20240704	Oncogene
MYBL2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYC	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
MYCL	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
MYCN	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
MYD88	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
MYF5	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYF6	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYH11	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
MYH9	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
MYLK	Kinase	PfamKinase, OncoKBv20240704	NA
MYLK2	Kinase	PfamKinase, OncoKBv20240704	NA
MYLK3	Kinase	PfamKinase, OncoKBv20240704	NA
MYLK4	Kinase	PfamKinase, OncoKBv20240704	NA
MYNN	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYO18B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MYO1A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MYO3A	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
MYO3B	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
MYO5A	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
MYOD1	CosmicCensus, TranscriptionFactor, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
MYOG	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYPOP	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYRF	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYRFL	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYSM1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MYT1	Kinase, TranscriptionFactor	Kincat_Hsap.08.02.txt, addTF_JL.tsv, OncoKBv20240704	NA
MYT1L	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
MZB1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
MZF1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
N4BP2	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
NAB2	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
NACA	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
NACC2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NADK	Kinase, Oncogene	PfamKinase, OncoKBv20240704	Oncogene
NADK2	Kinase	PfamKinase, OncoKBv20240704	NA
NAIF1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NANOG	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NANOGNB	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NANOGP8	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NAPEPLD	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NAXD	Kinase	PfamKinase, OncoKBv20240704	NA
NBEA	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
NBN	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
NCKIPSD	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
NCOA1	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
NCOA2	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
NCOA3	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704	Oncogene
NCOA4	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
NCOA5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NCOR1	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
NCOR2	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
NCSTN	Oncogene	OncoKBv20240704	Oncogene
NDN	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NDR1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
NDR2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
NDRG1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
NDRG2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NDRG4	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NDST4	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NEDD4	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NEDD4L	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NEK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK10	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK11	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK2ps1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
NEK2ps2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
NEK2ps3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
NEK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK4ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
NEK5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK6	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK7	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK8	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEK9	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
NEURL1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
NEUROD1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NEUROD2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NEUROD4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NEUROD6	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NEUROG1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NEUROG2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NEUROG3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NF1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
NF2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
NFAT5	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFATC1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFATC2	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
NFATC3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFATC4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFE2	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704	Oncogene
NFE2L1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFE2L2	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
NFE2L3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFE4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFIA	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFIB	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
NFIC	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFIL3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
NFIX	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
